reaction_id	reaction_name	non_gpr_category	gapfill_provenance	blocked_gut_like	fva_min	fva_max	lower_bound_gut_like	upper_bound_gut_like
rxn01208_c0	R01652	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-15.999999999999991	-0.0	-1000.0	0.0
rxn01216_c0	3-phospho-D-glycerate 1,2-phosphomutase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	49.25	0.0	1000.0
rxn01236_c0	ATP:butanoate 1-phosphotransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn01575_c0	L-Isoleucine:2-oxoglutarate aminotransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-15.590909090909122	-0.0	-1000.0	1000.0
rxn01631_c0	5-Aminopentanoate:2-oxoglutarate aminotransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn01634_c0	5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn01731_c0	Itaconate:CoA ligase (ADP-forming)	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn01739_c0	ATP:shikimate 3-phosphotransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	5.821100917431181	0.0	1000.0
rxn01858_c0	Deoxyadenosine aminohydrolase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	19.75	0.0	1000.0
rxn02155_c0	ATP:nicotinamide-nucleotide adenylyltransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	29.624999999999996	-1000.0	1000.0
rxn02277_c0	7,8-Diaminononanoate:carbon-dioxide cyclo-ligase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn02374_c0	R03314	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	49.25	0.0	1000.0
rxn02404_c0	3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	1.7583547557840615	0.0	1000.0
rxn02508_c0	N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	4.86206896551721	-1000.0	1000.0
rxn02748_c0	(3S)-3-Methyl-2-oxopentanoate carboxy-lyase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn02812_c0	ATP:branched-chain-fatty-acid 1-phosphotransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn03039_c0	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	0.0
rxn03052_c0	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn03130_c0	UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	0.8791773778920302	0.0	1000.0
rxn03601_c0	p-Methylbenzaldehyde:NADP+ oxidoreductase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn03884_c0	2-dehydro-3-deoxy-D-gluconate-6-phosphate D-glyceraldehyde-3-phosphate-lyase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	23.666666666666657	-1000.0	1000.0
rxn03909_c0	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	0.1464837933566547	0.0	1000.0
rxn03919_c0	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	0.0386644679884429	0.0	1000.0
rxn03934_c0	R05663	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn03935_c0	R05664	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn04047_c0	R05809	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn04794_c0	propanoyl-CoA:formate C-propanoyltransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	26.066666666666663	0.0	1000.0
rxn05039_c0	R07280	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	1.8302752293577984	0.0	1000.0
rxn05064_c0	carbamate hydro-lyase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn05147_c0	D-Glucose-ABC transport	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	10.0	0.0	1000.0
rxn05148_c0	Heme transport via ABC system	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	24.62500000000043	0.0	1000.0
rxn05165_c0	nonpolar-amino-acid-transporting ATPase	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	65.66666666666667	0.0	1000.0
rxn05173_c0	L-arabinose transport via ABC system	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	65.66666666666863	0.0	1000.0
rxn05188_c0	ferrichrome transport via ABC system	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn05202_c0	TRANS-RXN-206.ce	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-4.049019607843141	-0.0	-1000.0	1000.0
rxn05223_c0	Biotin ABC transporter	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn05321_c0	Acetyl-CoA carbon-dioxide ligase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn05573_c0	D-glucose transport in via proton symport	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	10.0	0.0	1000.0
rxn05581_c0	RXN0-1683.ce.maizeexp.GLYCEROL_GLYCEROL	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	169.0	-1000.0	1000.0
rxn05593_c0	Myo-inositol transporter 1	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn05619_c0	ATP phosphohydrolase (molybdate-importing)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	49.25000000000002	0.0	1000.0
rxn05938_c0	pyruvate ferredoxin oxidoreductase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-36.0	24.88333333333333	-1000.0	1000.0
rxn06256_c0	Glutathione:protein-disulfide oxidoreductase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn06434_c0	L-Asparagine:tRNA(Asn) ligase (AMP-forming)	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn06527_c0	glutathione:protein-disulfide oxidoreductase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn06673_c0	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	49.25000000000096	0.0	1000.0
rxn08196_c0	TRANS-RXN0-244.cp	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-65.6666666666667	39.4	-1000.0	1000.0
rxn08335_c0	(S)-dihydroorotate:quinone oxidoreductase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	10.756756756756744	0.0	1000.0
rxn08433_c0	R08158	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn08434_c0	R08159	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn08438_c0	R08157	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn08670_c0	glutaredoxin reductase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08752_c0	Na+/myo-inositol symporter (periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn08861_c0	malonyl-[acyl-carrier-protein] carboxy-lyase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	49.25000000000096	0.0	1000.0
rxn09115_c0	heme-transporting ATPase	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	24.625	0.0	1000.0
rxn09456_c0	R08163	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn09681_c0	D-fructose transport in via proton symport	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-45.00000000000004	-0.0	-1000.0	1000.0
rxn10822_c0	L-arabinose transport via ABC system	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	65.6666666666676	0.0	1000.0
rxn12440_c0	transport of xanthine [extraorganism-cytosol](secondary symport)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn12529_c0	TRANS-RXNAVI-26524.ce.brachyexp.GLYCEROL_GLYCEROL	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	169.0	0.0	1000.0
rxn12778_c0	adenine phosphoribosyltransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn12781_c0	RXN-8583.c	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn12782_c0	RXN-8582.c	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn13203_c0	3-Methyl-2-oxobutanoate decarboxylase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	0.0
rxn13209_c0	RXN-7692.c	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn13771_c0	rxn13771	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn13773_c0	Isopentenyl phosphate isomerase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn15114_c0	D-ribose-5-phosphate aldose-ketose-isomerase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-1000.0	1000.0	-1000.0	1000.0
rxn15964_c0	5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	0.0
rxn34724_c0	RXN-9548.d	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn44493_c0	2-iminopropanoate deaminase	unresolved non-GPR reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	0.0	1000.0
rxn05319_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-63.19658119658106	26.5	-1000.0	1000.0
rxn05467_c0	CO2 transporter via diffusion	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-63.11999999999989	24.05405405405412	-1000.0	1000.0
rxn05468_c0	TRANS-RXNAVI-26568.ce	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn05481_c0	5-Methylthio-D-ribose transport in/out via proton symport	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-4.210526315789489	-0.0	-1000.0	1000.0
rxn05634_c0	propionate transp or t in via proton symp or t	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-36.8	-0.0	-1000.0	1000.0
rxn05667_c0	TRANS-RXN4LZ-7041.ce	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn07919_c0	(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn07921_c0	(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08032_c0	acetaldehyde transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	51.1538461538462	-1000.0	1000.0
rxn08276_c0	Cyanide transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08358_c0	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08359_c0	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08428_c0	ethanol transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	42.66666666666674	-1000.0	1000.0
rxn08461_c0	formaldehyde transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08635_c0	Glyceraldehyde transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	18.54838709677415	-1000.0	1000.0
rxn08685_c0	hydrogen peroxide transport via diffusion (external)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08689_c0	h2s transport (periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	17.64705882352939	-1000.0	1000.0
rxn08691_c0	hydrogen transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn08751_c0	Indole transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	4.86206896551721	-1000.0	1000.0
rxn08956_c0	molybdate transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	49.25000000000002	-1000.0	1000.0
rxn08966_c0	nitrious oxide transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn09008_c0	nitric oxide transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn09169_c0	propanal transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn09317_c0	Trimethylamine N-oxide transport via diffusion (extracellular to periplasm)	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn10470_c0	Methanethiol Transport	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-14.083333333333377	-0.0	-1000.0	1000.0
rxn10471_c0	Methane Transport	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn10480_c0	CO transporter via diffusion	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	45.27272727272727	-1000.0	1000.0
rxn10570_c0	Methanol diffusion	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn10577_c0	Nitrogen exchange, diffusion	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn31154_c0	R_Ex16	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn39175_c0	TrnRxn_cpd03662	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	22.66666666666663	-1000.0	1000.0
rxn90022_c0	Acetone diffusion	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn90023_c0		transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	True	0.0	-0.0	-1000.0	1000.0
rxn90147_c0	skatole diffusion	transport reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-3.9375	-0.0	-1000.0	1000.0
EX_cpd00009_e0	Phosphate-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-17.23076923076917	-2.273736754432321e-13	-1000.0	1000.0
EX_cpd00023_e0	L-Glutamate-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	16.49275362318849	0.0	1000.0
EX_cpd00027_e0	D-Glucose-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-10.0	-0.0	-10.0	1000.0
EX_cpd00028_e0	Heme-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	1.2258326563769288	0.0	1000.0
EX_cpd00030_e0	Mn2+-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-0.0051097278042779	-0.0	-1000.0	1000.0
EX_cpd00034_e0	Zn2+-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-0.0051097278042775	-0.0	-1000.0	1000.0
EX_cpd00039_e0	L-Lysine-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-2.0	14.411764705882351	-2.0	1000.0
EX_cpd00041_e0	L-Aspartate-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-2.0	28.80645161290317	-2.0	1000.0
EX_cpd00048_e0	Sulfate-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	-19.52173913043478	-0.0	-1000.0	1000.0
EX_cpd00051_e0	L-Arginine-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	8.142857142857144	0.0	1000.0
EX_cpd00053_e0	L-Glutamine-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	12.97826086956502	0.0	1000.0
EX_cpd00064_e0	Ornithine-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	13.645161290322582	0.0	1000.0
EX_cpd00080_e0	Glycerol-3-phosphate-e0 Exchange	exchange reaction	Not assignable reaction-by-reaction from available summary log; see gapseq gap-filling provenance file.	False	0.0	17.23076923076936	0.0	1000.0
